Claim_ID,Food_ID,Receiver_ID,Status,Timestamp
276,786,538,Completed,3/16/2025 11:54
277,766,109,Completed,3/9/2025 12:24
278,258,360,Pending,3/14/2025 3:18
279,531,808,Pending,3/13/2025 17:05
280,150,282,Cancelled,3/1/2025 12:21
281,483,718,Cancelled,3/12/2025 17:17
282,161,298,Cancelled,3/14/2025 7:06
283,97,102,Pending,3/7/2025 8:11
284,554,702,Pending,3/19/2025 8:45
285,387,213,Completed,3/18/2025 14:32
286,335,602,Pending,3/18/2025 20:45
287,952,42,Cancelled,3/18/2025 2:15
288,63,964,Completed,3/19/2025 2:29
289,573,86,Pending,3/17/2025 2:03
290,664,500,Cancelled,3/8/2025 12:13
291,886,375,Completed,3/6/2025 7:49
292,190,413,Completed,3/13/2025 20:27
293,721,837,Completed,3/9/2025 13:31
294,662,118,Pending,3/18/2025 6:45
295,25,493,Pending,3/13/2025 18:39
296,940,158,Cancelled,3/7/2025 18:01
297,494,454,Completed,3/14/2025 17:04
298,96,595,Cancelled,3/19/2025 6:08
299,911,319,Pending,3/1/2025 3:03
300,81,645,Pending,3/14/2025 16:21
301,489,287,Cancelled,3/2/2025 7:53
302,633,774,Pending,3/3/2025 18:50
303,358,66,Cancelled,3/3/2025 12:42
304,763,883,Pending,3/12/2025 0:49
305,464,759,Pending,3/17/2025 18:55
306,651,703,Pending,3/5/2025 0:09
307,610,34,Pending,3/13/2025 21:15
308,227,6,Completed,3/17/2025 18:23
309,6,514,Cancelled,3/14/2025 2:19
310,107,997,Cancelled,3/8/2025 21:25
311,294,187,Cancelled,3/6/2025 21:22
312,904,199,Completed,3/8/2025 12:44
313,143,880,Cancelled,3/6/2025 10:07
314,657,488,Cancelled,3/19/2025 12:18
315,254,854,Completed,3/5/2025 22:09
316,896,417,Completed,3/10/2025 22:44
317,747,660,Pending,3/11/2025 5:40
318,861,735,Completed,3/4/2025 20:11
319,888,345,Pending,3/5/2025 5:34
320,241,815,Completed,3/12/2025 1:29
321,116,267,Completed,3/12/2025 18:14
322,256,824,Cancelled,3/5/2025 5:22
323,670,104,Completed,3/15/2025 13:58
324,777,503,Completed,3/3/2025 22:57
325,49,586,Completed,3/11/2025 14:05
326,690,649,Pending,3/14/2025 14:41
327,853,983,Completed,3/17/2025 16:49
328,577,183,Completed,3/6/2025 15:44
329,419,323,Pending,3/14/2025 3:09
330,275,354,Completed,3/1/2025 6:24
331,585,262,Cancelled,3/18/2025 18:37
332,460,32,Completed,3/3/2025 2:40
333,332,368,Completed,3/13/2025 8:50
334,447,811,Cancelled,3/18/2025 17:27
335,453,643,Cancelled,3/11/2025 19:10
336,164,185,Cancelled,3/17/2025 11:49
337,405,756,Completed,3/3/2025 19:58
338,609,301,Pending,3/21/2025 4:08
339,52,497,Completed,3/6/2025 23:14
340,148,495,Completed,3/10/2025 23:31
341,386,473,Completed,3/10/2025 14:46
342,892,999,Cancelled,3/11/2025 6:57
343,553,62,Pending,3/18/2025 15:08
344,992,160,Cancelled,3/10/2025 21:51
345,223,440,Pending,3/17/2025 12:29
346,548,87,Pending,3/15/2025 6:06
347,564,283,Pending,3/11/2025 20:37
348,291,876,Cancelled,3/7/2025 5:24
349,262,245,Pending,3/5/2025 19:39
350,909,554,Completed,3/19/2025 18:27
351,528,936,Pending,3/2/2025 10:41
352,427,797,Completed,3/19/2025 7:00
353,730,258,Pending,3/7/2025 21:29
354,608,873,Pending,3/9/2025 15:33
355,398,880,Pending,3/8/2025 23:39
356,840,663,Cancelled,3/17/2025 6:07
357,536,704,Cancelled,3/8/2025 2:25
358,562,717,Completed,3/9/2025 12:56
359,107,531,Cancelled,3/14/2025 22:15
360,743,324,Cancelled,3/8/2025 0:38
361,882,809,Pending,3/8/2025 5:54
362,538,9,Cancelled,3/2/2025 9:04
363,687,131,Pending,3/13/2025 19:31
364,822,576,Completed,3/10/2025 21:47
365,207,152,Pending,3/7/2025 3:03
366,695,691,Pending,3/2/2025 18:29
367,262,688,Completed,3/7/2025 19:46
368,788,682,Pending,3/16/2025 11:59
369,84,105,Completed,3/10/2025 2:34
370,330,38,Cancelled,3/14/2025 17:07
371,677,658,Pending,3/20/2025 3:44
372,804,2,Cancelled,3/3/2025 9:19
373,866,420,Pending,3/19/2025 10:49
374,72,696,Pending,3/10/2025 14:14
375,342,908,Completed,3/14/2025 2:51
376,981,990,Pending,3/15/2025 21:23
377,901,190,Pending,3/8/2025 5:43
378,765,904,Completed,3/8/2025 13:50
379,271,249,Cancelled,3/14/2025 23:15
380,217,855,Pending,3/11/2025 18:33
381,926,96,Cancelled,3/9/2025 9:09
382,782,804,Cancelled,3/20/2025 5:46
383,920,673,Completed,3/9/2025 10:55
384,389,843,Completed,3/5/2025 23:56
385,594,494,Pending,3/3/2025 21:27
386,979,553,Cancelled,3/4/2025 9:36
387,94,547,Cancelled,3/19/2025 21:23
388,16,418,Completed,3/5/2025 1:43
389,151,965,Cancelled,3/4/2025 19:08
390,398,414,Completed,3/10/2025 18:36
391,807,950,Completed,3/4/2025 20:52
392,116,600,Completed,3/8/2025 21:48
393,390,684,Pending,3/21/2025 0:15
394,211,697,Pending,3/5/2025 16:12
395,681,785,Cancelled,3/16/2025 12:18
396,50,436,Completed,3/16/2025 23:56
397,45,435,Pending,3/4/2025 14:58
398,548,459,Pending,3/6/2025 17:22
399,947,241,Pending,3/6/2025 19:27
400,373,613,Completed,3/15/2025 12:26
401,174,595,Pending,3/11/2025 0:28
402,379,872,Pending,3/8/2025 0:59
403,141,693,Pending,3/2/2025 8:42
404,475,63,Cancelled,3/12/2025 23:03
405,548,858,Completed,3/18/2025 2:49
406,606,833,Pending,3/5/2025 8:16
407,722,935,Pending,3/12/2025 18:28
408,730,390,Pending,3/8/2025 8:56
409,995,159,Cancelled,3/8/2025 21:36
410,114,974,Cancelled,3/1/2025 15:29
411,525,406,Pending,3/18/2025 16:53
412,981,220,Cancelled,3/3/2025 11:44
413,88,791,Completed,3/10/2025 20:51
414,826,544,Cancelled,3/8/2025 19:31
415,485,144,Pending,3/11/2025 13:35
416,900,357,Cancelled,3/12/2025 7:04
417,716,972,Pending,3/14/2025 7:18
418,632,500,Cancelled,3/1/2025 16:52
419,221,869,Pending,3/11/2025 9:41
420,257,977,Cancelled,3/11/2025 4:00
421,572,173,Pending,3/8/2025 14:48
422,534,849,Completed,3/12/2025 10:29
423,915,344,Pending,3/21/2025 5:41
424,755,537,Cancelled,3/2/2025 13:00
425,797,237,Pending,3/1/2025 15:13
426,101,538,Completed,3/18/2025 7:28
427,412,811,Cancelled,3/17/2025 0:53
428,225,613,Completed,3/7/2025 15:13
429,528,299,Pending,3/14/2025 18:15
430,861,972,Pending,3/3/2025 1:58
431,115,679,Completed,3/20/2025 11:53
432,427,507,Pending,3/15/2025 13:30
433,245,6,Completed,3/14/2025 12:40
434,356,596,Completed,3/15/2025 21:14
435,129,531,Pending,3/14/2025 10:48
436,952,962,Completed,3/13/2025 3:13
437,230,628,Cancelled,3/15/2025 2:41
438,612,770,Pending,3/18/2025 13:00
439,480,432,Cancelled,3/4/2025 3:32
440,265,460,Cancelled,3/14/2025 21:06
441,968,483,Cancelled,3/8/2025 11:28
442,499,446,Cancelled,3/19/2025 16:01
443,879,124,Completed,3/5/2025 12:55
444,128,660,Cancelled,3/11/2025 3:57
445,602,485,Cancelled,3/19/2025 8:55
446,524,874,Cancelled,3/10/2025 21:31
447,801,616,Cancelled,3/13/2025 2:49
448,902,770,Cancelled,3/17/2025 11:37
449,865,493,Pending,3/17/2025 6:16
450,29,554,Cancelled,3/20/2025 20:03
451,683,216,Completed,3/13/2025 8:06
452,365,782,Cancelled,3/18/2025 16:04
453,531,468,Cancelled,3/12/2025 22:16
454,828,929,Completed,3/20/2025 5:18
455,984,665,Pending,3/6/2025 22:55
456,820,858,Pending,3/2/2025 16:44
457,79,508,Pending,3/5/2025 4:11
458,178,385,Completed,3/10/2025 3:13
459,329,74,Cancelled,3/13/2025 7:50
460,214,879,Completed,3/5/2025 20:10
461,492,322,Pending,3/4/2025 16:22
462,517,921,Completed,3/5/2025 21:04
463,615,269,Completed,3/18/2025 11:00
464,611,306,Completed,3/1/2025 3:32
465,632,266,Pending,3/19/2025 21:43
466,699,285,Pending,3/21/2025 4:34
467,216,353,Completed,3/13/2025 16:21
468,371,912,Completed,3/17/2025 17:09
469,404,565,Completed,3/15/2025 7:13
470,215,195,Cancelled,3/20/2025 13:44
471,11,337,Cancelled,3/21/2025 4:51
472,958,888,Pending,3/4/2025 21:52
473,593,258,Pending,3/14/2025 11:39
474,345,97,Cancelled,3/2/2025 6:57
475,260,901,Cancelled,3/18/2025 10:26
476,166,536,Pending,3/3/2025 13:34
477,65,301,Cancelled,3/11/2025 13:18
478,844,156,Cancelled,3/2/2025 20:18
479,216,923,Pending,3/21/2025 5:08
480,548,670,Pending,3/17/2025 23:08
481,144,423,Completed,3/10/2025 4:38
482,446,883,Completed,3/10/2025 17:30
483,674,223,Completed,3/13/2025 15:25
484,565,833,Cancelled,3/14/2025 13:15
485,321,505,Cancelled,3/6/2025 17:49
486,106,645,Cancelled,3/4/2025 11:54
487,654,968,Completed,3/10/2025 19:51
488,194,125,Pending,3/18/2025 6:30
489,969,99,Completed,3/10/2025 6:44
490,891,511,Pending,3/9/2025 11:20
491,1,574,Completed,3/8/2025 7:16
492,672,214,Pending,3/10/2025 9:41
493,74,294,Cancelled,3/18/2025 5:15
494,675,651,Cancelled,3/18/2025 7:39
495,665,878,Completed,3/17/2025 4:48
496,599,404,Pending,3/20/2025 15:31
497,606,269,Completed,3/6/2025 3:51
498,946,386,Pending,3/16/2025 15:13
499,921,77,Cancelled,3/4/2025 2:43
500,532,102,Completed,3/17/2025 5:29
501,202,671,Completed,3/12/2025 12:22
502,84,168,Completed,3/5/2025 1:43
503,717,917,Cancelled,3/13/2025 21:31
504,947,320,Completed,3/7/2025 3:28
505,919,762,Cancelled,3/10/2025 18:56
506,892,306,Completed,3/10/2025 5:39
507,217,370,Pending,3/20/2025 12:41
508,152,347,Pending,3/1/2025 4:09
509,134,600,Cancelled,3/17/2025 15:43
510,90,419,Pending,3/12/2025 9:35
511,199,446,Cancelled,3/1/2025 18:00
512,798,821,Cancelled,3/15/2025 19:57
513,73,283,Cancelled,3/5/2025 20:17
514,521,274,Cancelled,3/21/2025 0:05
515,930,45,Completed,3/19/2025 2:18
516,302,806,Completed,3/8/2025 9:58
517,806,872,Completed,3/19/2025 13:38
518,282,127,Pending,3/7/2025 20:37
519,406,960,Pending,3/6/2025 21:16
520,624,396,Completed,3/3/2025 9:53
521,295,327,Cancelled,3/16/2025 6:19
522,271,372,Pending,3/17/2025 21:36
523,744,676,Completed,3/13/2025 11:09
524,448,180,Completed,3/15/2025 4:57
525,22,438,Completed,3/15/2025 4:20
526,697,401,Pending,3/17/2025 18:51
527,340,572,Pending,3/19/2025 19:35
528,819,1,Completed,3/20/2025 13:45
529,515,399,Completed,3/7/2025 10:51
530,59,543,Completed,3/7/2025 3:12
531,592,894,Pending,3/10/2025 15:27
532,486,14,Cancelled,3/8/2025 2:33
533,275,410,Pending,3/13/2025 5:38
534,50,287,Cancelled,3/10/2025 15:47
535,663,329,Completed,3/21/2025 5:22
536,115,162,Cancelled,3/12/2025 14:24
537,39,259,Cancelled,3/20/2025 8:41
538,220,225,Cancelled,3/5/2025 4:18
539,64,119,Cancelled,3/8/2025 9:41
540,444,608,Cancelled,3/10/2025 4:11
541,261,705,Completed,3/11/2025 12:29
542,560,442,Completed,3/13/2025 22:53
543,657,748,Completed,3/12/2025 16:38
544,187,568,Cancelled,3/18/2025 2:56
545,463,292,Completed,3/9/2025 6:07
546,962,571,Completed,3/7/2025 17:55
547,509,886,Cancelled,3/6/2025 13:30
548,520,821,Completed,3/14/2025 21:01
549,954,703,Cancelled,3/10/2025 20:52
550,115,882,Pending,3/15/2025 2:55
551,837,742,Cancelled,3/13/2025 8:32
552,463,949,Pending,3/3/2025 8:58
553,215,503,Pending,3/4/2025 15:39
554,52,126,Completed,3/4/2025 7:19
555,253,946,Pending,3/1/2025 7:51
556,479,460,Completed,3/7/2025 18:19
557,324,31,Cancelled,3/6/2025 7:22
558,435,33,Completed,3/7/2025 7:04
559,714,935,Cancelled,3/9/2025 1:55
560,731,215,Cancelled,3/11/2025 6:42
561,269,859,Completed,3/7/2025 17:52
562,326,629,Pending,3/1/2025 9:12
563,622,371,Cancelled,3/2/2025 21:06
564,947,203,Cancelled,3/6/2025 13:30
565,801,473,Completed,3/12/2025 4:40
566,320,68,Cancelled,3/13/2025 1:43
567,924,974,Cancelled,3/10/2025 23:22
568,852,400,Completed,3/4/2025 2:45
569,59,401,Pending,3/2/2025 15:48
570,849,835,Completed,3/9/2025 3:28
571,408,789,Completed,3/3/2025 6:09
572,622,542,Completed,3/17/2025 23:13
573,229,505,Completed,3/12/2025 15:46
574,438,342,Completed,3/4/2025 2:02
575,636,413,Cancelled,3/1/2025 23:06
576,58,341,Completed,3/17/2025 2:11
577,486,412,Cancelled,3/16/2025 21:29
578,674,368,Pending,3/17/2025 6:50
579,559,342,Completed,3/19/2025 11:30
580,508,704,Pending,3/1/2025 4:45
581,734,706,Cancelled,3/9/2025 10:35
582,284,990,Completed,3/3/2025 6:53
583,925,144,Pending,3/3/2025 1:06
584,705,968,Cancelled,3/1/2025 12:04
585,373,926,Completed,3/19/2025 13:20
586,970,281,Completed,3/20/2025 6:59
587,560,637,Pending,3/10/2025 1:27
588,92,640,Cancelled,3/12/2025 5:36
589,619,90,Cancelled,3/13/2025 23:44
590,505,4,Cancelled,3/17/2025 8:39
591,723,782,Completed,3/20/2025 6:00
592,319,832,Completed,3/3/2025 23:50
593,882,743,Cancelled,3/5/2025 23:53
594,555,14,Pending,3/16/2025 20:01
595,172,861,Cancelled,3/7/2025 15:18
596,844,949,Cancelled,3/13/2025 4:06
597,599,183,Pending,3/13/2025 5:49
598,403,905,Completed,3/4/2025 4:55
599,307,86,Pending,3/19/2025 18:33
600,910,492,Cancelled,3/17/2025 17:33
601,964,458,Completed,3/21/2025 3:54
602,165,997,Cancelled,3/19/2025 7:08
603,920,766,Pending,3/11/2025 7:49
604,522,737,Completed,3/11/2025 21:27
605,727,786,Completed,3/7/2025 16:35
606,912,192,Cancelled,3/15/2025 1:34
607,72,397,Cancelled,3/12/2025 0:38
608,570,484,Cancelled,3/8/2025 5:26
609,200,227,Completed,3/10/2025 3:34
610,151,619,Cancelled,3/14/2025 15:18
611,433,567,Pending,3/8/2025 5:41
612,92,192,Completed,3/13/2025 21:16
613,764,482,Completed,3/1/2025 6:01
614,707,90,Pending,3/14/2025 13:47
615,821,367,Completed,3/5/2025 20:37
616,967,162,Pending,3/12/2025 16:05
617,933,68,Cancelled,3/5/2025 14:23
618,395,134,Pending,3/2/2025 3:19
619,743,725,Cancelled,3/20/2025 7:40
620,207,618,Cancelled,3/17/2025 11:24
621,175,742,Pending,3/19/2025 10:26
622,949,963,Cancelled,3/12/2025 19:13
623,400,737,Cancelled,3/14/2025 10:01
624,502,524,Cancelled,3/5/2025 16:11
625,416,69,Cancelled,3/16/2025 2:15
626,823,576,Pending,3/21/2025 2:42
627,686,814,Cancelled,3/15/2025 1:36
628,906,354,Pending,3/17/2025 9:31
629,326,437,Pending,3/16/2025 0:43
630,606,905,Completed,3/2/2025 15:26
631,862,28,Pending,3/19/2025 0:37
632,393,9,Completed,3/20/2025 13:40
633,385,440,Completed,3/12/2025 13:15
634,435,767,Pending,3/8/2025 17:54
635,748,113,Pending,3/7/2025 1:36
636,554,144,Cancelled,3/18/2025 17:20
637,476,216,Pending,3/20/2025 13:06
638,949,687,Completed,3/16/2025 5:38
639,233,832,Cancelled,3/6/2025 13:32
640,239,944,Cancelled,3/19/2025 1:17
641,251,410,Cancelled,3/2/2025 0:21
642,113,255,Pending,3/20/2025 19:57
643,806,993,Pending,3/10/2025 18:38
